SECT,Sector,CLAS,Classification,COU,Country,YEA,Year,EEA_STRI,Flag Codes,Flags
CS,Computer,CLAS1_3,Other discriminatory measures,NLD,Netherlands,2017,2017,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,NLD,Netherlands,2018,2018,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,NLD,Netherlands,2014,2014,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,NLD,Netherlands,2015,2015,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,NLD,Netherlands,2016,2016,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,NLD,Netherlands,2017,2017,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,NLD,Netherlands,2018,2018,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0.010191541,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0.015800668,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0.015800668,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0.015800668,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0.015800668,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0.015800668,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0.01512163,,
TC,Telecom,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0.011634213,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0.010264086,,
CR,Courier,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0.010264086,,
CR,Courier,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
DS,Distribution,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0.002502237,,
DS,Distribution,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0.002502237,,
DS,Distribution,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0.002502237,,
DS,Distribution,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0.002502237,,
DS,Distribution,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0.002502237,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,NOR,Norway,2014,2014,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,NOR,Norway,2015,2015,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,NOR,Norway,2016,2016,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,NOR,Norway,2017,2017,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,NOR,Norway,2018,2018,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0.010191541,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0.007900334,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0.007900334,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0.007900334,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0.007900334,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0.007900334,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0.01512163,,
TC,Telecom,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
TRRAI,Rail freight transport,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
CR,Courier,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
DS,Distribution,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
DS,Distribution,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
DS,Distribution,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
DS,Distribution,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
DS,Distribution,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
FSBNK,Commercial banking,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
FSINS,Insurance,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
CS,Computer,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,POL,Poland,2014,2014,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,POL,Poland,2015,2015,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,POL,Poland,2016,2016,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,POL,Poland,2017,2017,0,,
CO,Construction,CLAS1_3,Other discriminatory measures,POL,Poland,2018,2018,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
LSCAR,Logistics cargo-handling,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
LSSTG,Logistics storage and warehouse,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
LSFGT,Logistics freight forwarding,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
LSCUS,Logistics customs brokerage,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
PSACC,Accounting,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
PSARC,Architecture,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
PSENG,Engineering,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
PSLEG,Legal,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0.010191541,,
ASMOT,Motion pictures,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0.010191541,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0.015800668,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0.015800668,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0.015800668,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0.015800668,,
ASBRD,Broadcasting,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0.015800668,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0.01512163,,
ASSOU,Sound recording,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0.01512163,,
TC,Telecom,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
TRAIR,Air transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2015,2015,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2016,2016,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2017,2017,0,,
TRMAR,Maritime transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2018,2018,0,,
TRROF,Road freight transport,CLAS1_3,Other discriminatory measures,PRT,Portugal,2014,2014,0,,
